voip-b772dbf437-20130402_142550	4	<name> is a nice place in the <area> of town and the prices are <pricerange>	inform offer	is there anything else	reqalts
voip-b772dbf437-20130402_142550	5	<name> is a nice place in the <area> of town and the prices are <pricerange>	inform offer	can i have the <slot> number and the type of food	request
voip-b772dbf437-20130402_142550	6	the phone number of <name> is <phone> .	inform offer	type of <slot>	request
voip-b772dbf437-20130402_142550	7	<name> serves <food> food	inform offer	thank you goodbye	bye
voip-b772dbf437-20130402_141548	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	oh well	
voip-b772dbf437-20130402_141548	1	what part of town do you have in mind?	request	the <area> of town	inform
voip-b772dbf437-20130402_141548	2	what kind of <slot> would you like?	request	<food>	inform
voip-b772dbf437-20130402_141548	3	would you like something in the cheap , moderate , or expensive price range?	request	it doesn't matter	inform
voip-b772dbf437-20130402_141548	4	<name> is a nice place in the <area> of town serving tasty <food> food	inform offer	is there anything else	reqalts
voip-b772dbf437-20130402_141548	5	<name> is a nice place in the <area> of town serving tasty <food> food	inform offer	could you give me the <slot>ess <slot> number and post code	request
voip-b772dbf437-20130402_141548	6	the phone number of <name> is <phone> and it is on <addr> .	inform offer	thank you good bye	bye
voip-ec87351630-20130328_162752	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	a restaurant in the <area> part of town that serves <food> food	inform
voip-ec87351630-20130328_162752	1	<name> is a nice restaurant in the <area> of town serving <food> food	inform offer	what's the <slot>ess and <slot> number and price range	request
voip-ec87351630-20130328_162752	2	the phone number of <name> is <phone> and it is on <addr> .	inform offer	what's the price range	request
voip-ec87351630-20130328_162752	3	<name> is in the <pricerange> price range	inform offer	okay thank you'll	
voip-ec87351630-20130328_162752	4	can i help you with anything else?	reqmore	no	
voip-ec87351630-20130328_162752	5	can i help you with anything else?	reqmore	no thank you	negate
voip-ec87351630-20130328_162916	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	ah i'm looking for a restaurant in the <area> part of town that serves <food> food	inform
voip-ec87351630-20130328_162916	1	<name> is a nice place in the <area> of town serving tasty <food> food	inform offer	what's the <slot>ess and phone number	request
voip-ec87351630-20130328_162916	2	sure , <name> is on <addr>	inform offer	<slot> number	request
voip-ec87351630-20130328_162916	3	the phone number of <name> is <phone> .	inform offer	okay thank you goodbye	bye
voip-14cb91bc48-20130327_202138	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	<pricerange>ly priced restaurant in the <area> part of town	inform
voip-14cb91bc48-20130327_202138	1	<name> is a nice restaurant in the <area> of town in the <pricerange> price range	inform offer	address <slot> number	request
voip-14cb91bc48-20130327_202138	2	you are looking for a restaurant is that right?	confirm-domain	yes	affirm
voip-14cb91bc48-20130327_202138	3	<name> is a nice restaurant in the <area> of town in the <pricerange> price range	inform offer	<slot>ess and phone number	request
voip-14cb91bc48-20130327_202138	4	sure , <name> is on <addr>	inform offer	thank you goodbye	bye
voip-14cb91bc48-20130327_190136	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg		
voip-14cb91bc48-20130327_190136	1	what part of town do you have in mind?	request		
voip-14cb91bc48-20130327_190136	2	what part of town do you have in mind?	request	doesn't matter	
voip-14cb91bc48-20130327_190136	3	what part of town do you have in mind?	request	does not matter	
voip-14cb91bc48-20130327_190136	4	what part of town do you have in mind?	request	cheap	
voip-14cb91bc48-20130327_190136	5	let me confirm , you are looking for a restaurant in the <pricerange> price range right?	expl-conf		affirm
voip-14cb91bc48-20130327_190136	6	let me confirm , you are looking for a restaurant in the <pricerange> price range right?	expl-conf	<pricerange>	inform affirm
voip-14cb91bc48-20130327_190136	7	what part of town do you have in mind?	request	the	
voip-14cb91bc48-20130327_190136	8	what part of town do you have in mind?	request	i don't care	inform
voip-14cb91bc48-20130327_190136	9	what kind of <slot> would you like?	request	<food>	inform
voip-14cb91bc48-20130327_190136	10	i'm sorry but there is no restaurant serving <food> food	canthelp	<food>	inform
voip-14cb91bc48-20130327_190136	11	i'm sorry but there is no restaurant serving <pricerange> <food> food	canthelp	how about moderately price	reqalts
voip-14cb91bc48-20130327_190136	12	<name> serves <food> food	inform offer	thank you goodbye	bye
voip-14cb91bc48-20130328_162839	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	<pricerange>	inform
voip-14cb91bc48-20130328_162839	1	what part of town do you have in mind?	request	no	inform
voip-14cb91bc48-20130328_162839	2	did you say you are looking for a restaurant in the <area> of town?	expl-conf	no	
voip-14cb91bc48-20130328_162839	3	did you say you are looking for a restaurant in the <area> of town?	expl-conf	what cheap e	affirm
voip-14cb91bc48-20130328_162839	4	what kind of <slot> would you like?	request	<food>	inform
voip-14cb91bc48-20130328_162839	5	i'm sorry but there is no restaurant serving <pricerange> <food> food	canthelp	<food>	inform
voip-14cb91bc48-20130328_162839	6	let me confirm , you are looking for a restaurant in the <pricerange> price range right?	expl-conf	yes	affirm
voip-14cb91bc48-20130328_162839	7	i'm sorry but there is no <food> restaurant in the <area> of town	canthelp	the <slot>ess	request
voip-14cb91bc48-20130328_162839	8	i'm sorry but there is no <food> restaurant in the <area> of town	canthelp	<pricerange>	inform
voip-14cb91bc48-20130328_162839	9	i'm sorry but there is no <food> restaurant in the <area> of town	canthelp	okay	ack
voip-14cb91bc48-20130328_162839	10	i'm sorry but there is no <food> restaurant in the <area> of town	canthelp	okay	
voip-14cb91bc48-20130328_162839	11	<name> is in the <pricerange> price range	inform offer	what type of <slot>	request
voip-14cb91bc48-20130328_162839	12	<name> serves <food> food	inform offer	how about <food>	inform reqalts
voip-14cb91bc48-20130328_162839	13	<name> serves <food> food in the <pricerange> price range	inform offer	the <slot>ess	request
voip-14cb91bc48-20130328_162839	14	sure , <name> is on <addr>	inform offer	<slot> number	request
voip-14cb91bc48-20130328_162839	15	the phone number of <name> is <phone> .	inform offer	thank you goodbye	bye
voip-14cb91bc48-20130328_163311	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	can we food	
voip-14cb91bc48-20130328_163311	1	what part of town do you have in mind?	request	i don't care	inform
voip-14cb91bc48-20130328_163311	2	what kind of <slot> would you like?	request	<food>	inform
voip-14cb91bc48-20130328_163311	3	<name> serves <food> food	inform offer	<slot>ess	request
voip-14cb91bc48-20130328_163311	4	sure , <name> is on <addr>	inform offer	<slot> number	request
voip-14cb91bc48-20130328_163311	5	the phone number of <name> is <phone> .	inform offer	thank you good bye	bye
voip-14cb91bc48-20130328_194336	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	the <pricerange> price <pricerange> priced restaurant in the <area> part of town	inform
voip-14cb91bc48-20130328_194336	1	what kind of <slot> would you like?	request	any	inform
voip-14cb91bc48-20130328_194336	2	<name> is a nice place in the <area> of town and the prices are <pricerange>	inform offer	<slot>ess	request
voip-14cb91bc48-20130328_194336	3	sure , <name> is on <addr>	inform offer	the <slot> number	request
voip-14cb91bc48-20130328_194336	4	the phone number of <name> is <phone> .	inform offer	thank you goodbye	bye
voip-14cb91bc48-20130327_190340	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	could you give me a restaurant in the <area> part of town	inform
voip-14cb91bc48-20130327_190340	1	would you like something in the cheap , moderate , or expensive price range?	request	ah doesn't matter	
voip-14cb91bc48-20130327_190340	2	would you like something in the cheap , moderate , or expensive price range?	request	<pricerange>	inform
voip-14cb91bc48-20130327_190340	3	what kind of <slot> would you like?	request	<food>	inform
voip-14cb91bc48-20130327_190340	4	sorry there is no <pricerange> restaurant in the <area> of town serving <food> food	canthelp	<food>	inform
voip-14cb91bc48-20130327_190340	5	sorry there is no <pricerange> restaurant in the <area> of town serving <food> food	canthelp	cheap	
voip-14cb91bc48-20130327_190340	6	sorry there is no <pricerange> restaurant in the <area> of town serving <food> food	canthelp	okay	ack
voip-14cb91bc48-20130327_190340	7	sorry there is no <pricerange> restaurant in the <area> of town serving <food> food	canthelp	<area>	inform
voip-14cb91bc48-20130327_190340	8	sorry there is no <pricerange> restaurant in the <area> of town serving <food> food	canthelp	<pricerange>	inform
voip-14cb91bc48-20130327_190340	9	<name> is a nice restaurant in the <area> of town serving <food> food	inform offer	<slot> number	request
voip-14cb91bc48-20130327_190340	10	the phone number of <name> is <phone> .	inform offer	thank you good bye	bye
voip-14cb91bc48-20130328_163437	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	i need a restaurant serving <food> food	inform
voip-14cb91bc48-20130328_163437	1	i'm sorry but there is no restaurant serving <food> food	canthelp	i need <food> food	inform
voip-14cb91bc48-20130328_163437	2	what part of town do you have in mind?	request	<area>	inform
voip-14cb91bc48-20130328_163437	3	<name> is a nice place in the <area> of town serving tasty <food> food	inform offer	phone number	
voip-14cb91bc48-20130328_163437	4	<name> is a great restaurant	offer	<slot> number	request
voip-14cb91bc48-20130328_163437	5	the phone number of <name> is <phone> .	inform offer	thank you good bye	bye
voip-14cb91bc48-20130328_161626	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	a <food> food	inform
voip-14cb91bc48-20130328_161626	1	i am sorry but there is no <food> restaurant that matches your request	canthelp	<food> food	inform
voip-14cb91bc48-20130328_161626	2	would you like something in the cheap , moderate , or expensive price range?	request	<area> part of town	inform
voip-14cb91bc48-20130328_161626	3	sorry there is no <food> restaurant in the <area> of town	canthelp	<food> food	inform
voip-14cb91bc48-20130328_161626	4	sorry there is no <food> restaurant in the <area> of town	canthelp	<food>	inform
voip-14cb91bc48-20130328_161626	5	<name> is a nice restaurant in the <area> of town serving <food> food	inform offer	price range	request
voip-14cb91bc48-20130328_161626	6	<name> is in the <pricerange> price range	inform offer	<slot> number	request
voip-14cb91bc48-20130328_161626	7	the phone number of <name> is <phone> .	inform offer	care	
voip-14cb91bc48-20130328_161626	8	can i help you with anything else?	reqmore	<slot>ess	request
voip-14cb91bc48-20130328_161626	9	sure , <name> is on <addr>	inform offer	thank you good bye	bye
voip-14cb91bc48-20130328_163139	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	thank you a <pricerange> restaurant in the <area> part of town	inform
voip-14cb91bc48-20130328_163139	1	what kind of <slot> would you like?	request	city	
voip-14cb91bc48-20130328_163139	2	<name> is a nice place in the <area> of town and the prices are <pricerange>	inform offer	type of food	
voip-14cb91bc48-20130328_163139	3	<name> is a great restaurant	offer	type of <slot>	request
voip-14cb91bc48-20130328_163139	4	<name> serves <food> food	inform offer	the <slot>ess	request
voip-14cb91bc48-20130328_163139	5	sure , <name> is on <addr>	inform offer	you goodbye	bye
voip-14cb91bc48-20130328_165532	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	and the area	
voip-14cb91bc48-20130328_165532	1	would you like something in the cheap , moderate , or expensive price range?	request	<area>	inform
voip-14cb91bc48-20130328_165532	2	what kind of <slot> would you like?	request	<food>	inform
voip-14cb91bc48-20130328_165532	3	sorry there is no <food> restaurant in the <area> of town	canthelp	<food>	inform
voip-14cb91bc48-20130328_165532	4	<name> is a nice restaurant in the <area> of town serving <food> food	inform offer	ok	
voip-14cb91bc48-20130328_165532	5	<name> is a nice restaurant in the <area> of town serving <food> food	inform offer	ok	
voip-14cb91bc48-20130328_165532	6	<name> is a nice restaurant in the <area> of town serving <food> food	inform offer	phone number	
voip-14cb91bc48-20130328_165532	7	<name> is a nice restaurant in the <area> of town serving <food> food	inform offer	<slot> number	request
voip-14cb91bc48-20130328_165532	8	the phone number of <name> is <phone> .	inform offer	thank you good bye	bye
voip-14cb91bc48-20130327_182446	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	i need a <pricerange> restaurant in the <area> part of town	inform
voip-14cb91bc48-20130327_182446	1	what kind of <slot> would you like?	request	um <food>	inform
voip-14cb91bc48-20130327_182446	2	i'm sorry but there is no restaurant serving <food> food	canthelp	cheaper	
voip-14cb91bc48-20130327_182446	3	i'm sorry but there is no restaurant serving <food> food	canthelp	okay	ack
voip-14cb91bc48-20130327_182446	4	i'm sorry but there is no restaurant serving <food> food	canthelp	american	
voip-14cb91bc48-20130327_182446	5	i'm sorry but there is no restaurant serving <food> food	canthelp	okay	
voip-14cb91bc48-20130327_182446	6	i'm sorry but there is no restaurant serving <food> food	canthelp	<food>	inform
voip-14cb91bc48-20130327_182446	7	did you say you are looking for a restaurant in the <area> of town?	expl-conf	yes	affirm
voip-14cb91bc48-20130327_182446	8	you are looking for a <food> restaurant right?	expl-conf	no	
voip-14cb91bc48-20130327_182446	9	let me confirm , you are looking for a restaurant in the <pricerange> price range right?	expl-conf	yes	affirm
voip-14cb91bc48-20130327_182446	10	i'm sorry but there is no restaurant serving <food> food	canthelp	okay	ack
voip-14cb91bc48-20130327_182446	11	i'm sorry but there is no restaurant serving <food> food	canthelp	back	
voip-14cb91bc48-20130327_182446	12	i'm sorry but there is no restaurant serving <food> food	canthelp	thank you good bye	bye
voip-14cb91bc48-20130327_204058	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	i'm looking for a <pricerange> restaurant	inform
voip-14cb91bc48-20130327_204058	1	what part of town do you have in mind?	request	<area>	inform
voip-14cb91bc48-20130327_204058	2	what kind of <slot> would you like?	request	i don't care	inform
voip-14cb91bc48-20130327_204058	3	<name> is a nice place in the <area> of town and the prices are <pricerange>	inform offer	give the <slot>ess	request
voip-14cb91bc48-20130327_204058	4	sure , <name> is on <addr>	inform offer	<slot> number	request
voip-14cb91bc48-20130327_204058	5	the phone number of <name> is <phone> .	inform offer	type of <slot>	request
voip-14cb91bc48-20130327_204058	6	<name> serves <food> food	inform offer	thank you goodbye	bye
voip-4c0d36762a-20130328_213330	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	looking for a <pricerange> restaurant	inform
voip-4c0d36762a-20130328_213330	1	what part of town do you have in mind?	request	<area>	inform
voip-4c0d36762a-20130328_213330	2	<name> is a nice restaurant in the <area> of town in the <pricerange> price range	inform offer	is there anything else	
voip-4c0d36762a-20130328_213330	3	you are looking for a restaurant is that right?	confirm-domain	price	affirm
voip-4c0d36762a-20130328_213330	4	<name> is a nice restaurant in the <area> of town in the <pricerange> price range	inform offer	is there anything else	
voip-4c0d36762a-20130328_213330	5	<name> is a nice restaurant in the <area> of town in the <pricerange> price range	inform offer	anything else	
voip-4c0d36762a-20130328_213330	6	<name> is a nice restaurant in the <area> of town in the <pricerange> price range	inform offer	any kind help	inform
voip-4c0d36762a-20130328_213330	7	<name> is a nice restaurant in the <area> of town in the <pricerange> price range	inform offer	what's the <slot> number	request
voip-4c0d36762a-20130328_213330	8	the phone number of <name> is <phone> .	inform offer	is there any other restaurant	reqalts
voip-4c0d36762a-20130328_213330	9	<name> is a nice restaurant in the <area> of town in the <pricerange> price range	inform offer	what is their <slot> number	request
voip-4c0d36762a-20130328_213330	10	the phone number of <name> is <phone> .	inform offer	what is the <slot>ess	request
voip-4c0d36762a-20130328_213330	11	sure , <name> is on <addr>	inform offer	um thank you goodbye	bye
voip-4c0d36762a-20130328_204534	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	for a <pricerange> restaurant in the <area> part of town	inform
voip-4c0d36762a-20130328_204534	1	what kind of <slot> would you like?	request	any	inform
voip-4c0d36762a-20130328_204534	2	<name> is a nice place in the <area> of town and the prices are <pricerange>	inform offer	the <slot>ess	request
voip-4c0d36762a-20130328_204534	3	sure , <name> is on <addr>	inform offer	<slot> number	request
voip-4c0d36762a-20130328_204534	4	the phone number of <name> is <phone> .	inform offer	you goodbye	bye
voip-4c0d36762a-20130328_210737	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	cheaper restaurant in the <area> part of town	inform
voip-4c0d36762a-20130328_210737	1	what kind of <slot> would you like?	request	reach	
voip-4c0d36762a-20130328_210737	2	what kind of <slot> would you like?	request	<food>	inform
voip-4c0d36762a-20130328_210737	3	sorry there is no <food> restaurant in the <area> of town	canthelp	<food>	inform
voip-4c0d36762a-20130328_210737	4	<name> is a nice restaurant in the <area> of town serving <food> food	inform offer	the <slot>ess	request
voip-4c0d36762a-20130328_210737	5	sure , <name> is on <addr>	inform offer	<slot> number	request
voip-4c0d36762a-20130328_210737	6	the phone number of <name> is <phone> .	inform offer	thank you goodbye	bye
voip-4c0d36762a-20130328_202045	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	a cheaper <pricerange>ly priced restaurant in the <area> part of town	inform
voip-4c0d36762a-20130328_202045	1	<name> is a nice restaurant in the <area> of town in the <pricerange> price range	inform offer	the <slot>ess	request
voip-4c0d36762a-20130328_202045	2	sure , <name> is on <addr>	inform offer	cuban bar	
voip-4c0d36762a-20130328_202045	3	<name> is a nice restaurant in the <area> of town in the <pricerange> price range	inform offer	your good bye	bye
voip-4c0d36762a-20130328_212300	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	a cheaper <pricerange>ly priced restaurant	inform
voip-4c0d36762a-20130328_212300	1	what part of town do you have in mind?	request	any	inform
voip-4c0d36762a-20130328_212300	2	what kind of <slot> would you like?	request	<food>	inform
voip-4c0d36762a-20130328_212300	3	i'm sorry but there is no restaurant serving <food> food	canthelp	<food>	inform
voip-4c0d36762a-20130328_212300	4	<name> serves <food> food in the <pricerange> price range	inform offer	what's the <slot>ess	request
voip-4c0d36762a-20130328_212300	5	sure , <name> is on <addr>	inform offer	the post code	request
voip-4c0d36762a-20130328_212300	6	the post code of <name> is <postcode>, 1 u.w	inform offer	you goodbye	bye
voip-4c0d36762a-20130328_204720	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	i want to find a <pricerange> restaurant in the <area>	inform
voip-4c0d36762a-20130328_204720	1	what kind of <slot> would you like?	request	any	inform
voip-4c0d36762a-20130328_204720	2	<name> is a nice restaurant in the <area> of town serving <food> food	inform offer	<slot> number	request
voip-4c0d36762a-20130328_204720	3	the phone number of <name> is <phone> .	inform offer	post code	request
voip-4c0d36762a-20130328_204720	4	the post code of <name> is <postcode>, 7 d.y	inform offer	you goodbye	bye
voip-4c0d36762a-20130328_205236	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	what's restaurant that serves <food> food	inform
voip-4c0d36762a-20130328_205236	1	let me confirm , you are looking for a restaurant in the <pricerange> price range right?	expl-conf	russian	affirm
voip-4c0d36762a-20130328_205236	2	i'm sorry but there is no restaurant serving <food> food	canthelp	cherry restaurant serving british food	
voip-4c0d36762a-20130328_205236	3	i'm sorry but there is no restaurant serving <food> food	canthelp	i don't care	inform
voip-4c0d36762a-20130328_205236	4	you are looking for a <food> restaurant right?	expl-conf	wrong	affirm
voip-4c0d36762a-20130328_205236	5	let me confirm , you are looking for a restaurant in the <pricerange> price range right?	expl-conf	i don't care	inform
voip-4c0d36762a-20130328_205236	6	i'm sorry but there is no restaurant serving <food> food	canthelp	i am looking for <food> food	inform
voip-4c0d36762a-20130328_205236	7	you are looking for a <food> restaurant right?	expl-conf	price	affirm
voip-4c0d36762a-20130328_205236	8	let me confirm , you are looking for a restaurant in the <pricerange> price range right?	expl-conf	price	affirm
voip-4c0d36762a-20130328_205236	9	what part of town do you have in mind?	request	i don't care	inform
voip-4c0d36762a-20130328_205236	10	<name> serves <food> food in the <pricerange> price range	inform offer	<slot> number	request
voip-4c0d36762a-20130328_205236	11	<name> is a great restaurant	offer	what is the <slot> number	request
voip-4c0d36762a-20130328_205236	12	the phone number of <name> is <phone> .	inform offer	you goodbye	bye
voip-4c0d36762a-20130328_212449	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	which <pricerange>ly priced restaurant	inform
voip-4c0d36762a-20130328_212449	1	what kind of <slot> would you like?	request	any	inform
voip-4c0d36762a-20130328_212449	2	what part of town do you have in mind?	request	<area>	inform
voip-4c0d36762a-20130328_212449	3	<name> is a nice restaurant in the <area> of town serving <food> food	inform offer	uh what's the <slot> number	request
voip-4c0d36762a-20130328_212449	4	the phone number of <name> is <phone> .	inform offer	what's the post code	request
voip-4c0d36762a-20130328_212449	5	the post code of <name> is <postcode>, 8 r.g	inform offer	price range	request
voip-4c0d36762a-20130328_212449	6	<name> is in the <pricerange> price range	inform offer	thank you goodbye	bye
voip-4c0d36762a-20130328_201131	0	hello , welcome to the cambridge restaurant system? you can ask for restaurants by area , price range or food type . how may i help you?	welcomemsg	i'm looking for a <pricerange>ly priced restaurant in the <area> part	inform
voip-4c0d36762a-20130328_201131	1	<name> is a nice restaurant in the <area> of town in the <pricerange> price range	inform offer	no	
voip-4c0d36762a-20130328_201131	2	<name> is a nice restaurant in the <area> of town in the <pricerange> price range	inform offer	there another restaurant	
voip-4c0d36762a-20130328_201131	3	<name> is a nice restaurant in the <area> of town in the <pricerange> price range	inform offer	i don't care	inform
voip-4c0d36762a-20130328_201131	4	<name> is a nice restaurant in the <area> of town in the <pricerange> price range	inform offer	is there a restaurant in the moderately price range in the <area> part of town	inform request
voip-4c0d36762a-20130328_201131	5	<name> is in the <pricerange> price range	inform offer	is there anything no	
voip-4c0d36762a-20130328_201131	6	<name> is a nice restaurant in the <area> of town in the <pricerange> price range	inform offer	there any staying help	
voip-4c0d36762a-20130328_201131	7	<name> is a nice restaurant in the <area> of town in the <pricerange> price range	inform offer	don't care there any help	inform
voip-4c0d36762a-20130328_201131	8	<name> is a nice restaurant in the <area> of town in the <pricerange> price range	inform offer	i don't care	inform
voip-4c0d36762a-20130328_201131	9	<name> is a nice restaurant in the <area> of town in the <pricerange> price range	inform offer	is there any in help	inform
voip-4c0d36762a-20130328_201131	10	<name> is a nice restaurant in the <area> of town in the <pricerange> price range	inform offer	i don't care	inform
voip-4c0d36762a-20130328_201131	11	<name> is a nice restaurant in the <area> of town in the <pricerange> price range	inform offer	care	
voip-4c0d36762a-20130328_201131	12	<name> is a nice restaurant in the <area> of town in the <pricerange> price range	inform offer	oh care	
voip-4c0d36762a-20130328_201131	13	<name> is a nice restaurant in the <area> of town in the <pricerange> price range	inform offer	ok there	
voip-4c0d36762a-20130328_201131	14	<name> is a nice restaurant in the <area> of town in the <pricerange> price range	inform offer	is there any help	
voip-4c0d36762a-20130328_201131	15	<name> is a nice restaurant in the <area> of town in the <pricerange> price range	inform offer	do you know	
voip-4c0d36762a-20130328_201131	16	<name> is a nice restaurant in the <area> of town in the <pricerange> price range	inform offer	i don't care	inform
voip-4c0d36762a-20130328_201131	17	<name> is a nice restaurant in the <area> of town in the <pricerange> price range	inform offer	i don't care	inform
voip-4c0d36762a-20130328_201131	18	<name> is a nice restaurant in the <area> of town in the <pricerange> price range	inform offer	don't care	inform
voip-4c0d36762a-20130328_201131	19	<name> is a nice restaurant in the <area> of town in the <pricerange> price range	inform offer	is there another	
voip-4c0d36762a-20130328_201131	20	<name> is a nice restaurant in the <area> of town in the <pricerange> price range	inform offer	don't care	inform
voip-4c0d36762a-20130328_201131	21	<name> is a nice restaurant in the <area> of town in the <pricerange> price range	inform offer	is there any help	inform
voip-4c0d36762a-20130328_201131	22	<name> is a nice restaurant in the <area> of town in the <pricerange> price range	inform offer	is there any	inform
voip-4c0d36762a-20130328_201131	23	<name> is a nice restaurant in the <area> of town in the <pricerange> price range	inform offer	thank you good	bye
